sym,open,close,change,percent,snr,flow
ENTA,14.86,12.88,-1.98,-0.133,-0.22,45552647
GPRO,1.51,1.28,-0.23,-0.152,-0.24,45470100
SMBC,57.2,57.83,0.63,0.011,0.04,45306009
CERS,2.27,2.26,-0.01,-0.004,-0.01,45033325
NGVC,27.36,26.62,-0.74,-0.027,-0.03,44683914
ORGO,3.01,2.88,-0.13,-0.043,-0.05,44575586
VPG,34.05,27.61,-6.44,-0.189,-0.42,44355042
SGC,20,14.48,-5.52,-0.276,-0.2,44304577
QUIK,10.68,8.4,-2.28,-0.213,-0.22,44273424
TCMD,12.79,13.69,0.9,0.07,0.09,44217495
ACTG,5.34,4.81,-0.53,-0.099,-0.2,44098879
NRC,26.59,22.8,-3.79,-0.143,-0.17,44096448
CLAR,6.02,4.31,-1.71,-0.284,-0.41,44085410
KINS,7.03,8.72,1.69,0.24,0.12,44084731
OPY,51.42,52.7,1.28,0.025,0.1,44025182
NVEC,88.39,83.75,-4.64,-0.052,-0.15,43927033
SRI,16.99,14.34,-2.65,-0.156,-0.26,43857224
HBNC,15.41,16.02,0.61,0.04,-0.01,43175922
ANGI,2.31,2.7,0.39,0.169,0.12,42813666
MBI,4.42,3.92,-0.5,-0.113,-0.24,42790605
NPK,76,78.29,2.29,0.03,0.05,42724208
LYTS,17.03,15.91,-1.12,-0.066,-0.1,42612215
EBF,23.91,23.91,0,0,-0.02,42432276
NBN,71.56,71.01,-0.55,-0.008,-0.07,42331273
NWPX,39.96,43.98,4.02,0.101,0.35,42312403
CTBI,50.76,50.5,-0.26,-0.005,-0.03,42087145
SPOK,15.31,14.87,-0.44,-0.029,-0.1,42011041
PLPC,136.5,119.93,-16.57,-0.121,-0.28,40922594
ILPT,5.1,4.95,-0.15,-0.029,-0.11,40908823
RAIL,3.37,7.08,3.71,1.101,0.61,40768446
RMR,26.04,25.49,-0.55,-0.021,-0.05,40732064
EAF,0.77,0.69,-0.09,-0.112,-0.02,40518512
TSE,2.94,4.35,1.41,0.48,0.28,40414100
MSBI,23.6,22.77,-0.83,-0.035,-0.11,40346326
CPS,14.76,15.45,0.69,0.047,0.05,39473914
HUSA,1.38,1.12,-0.26,-0.188,-0.12,39339081
MG,10.5,11.96,1.46,0.139,0.25,38958304
BMRC,20.26,21.39,1.13,0.056,0.06,38252446
JOUT,41.98,35.95,-6.03,-0.144,-0.31,38233759
YORW,41.59,38.98,-2.61,-0.063,-0.26,38204414
CRVS,2.74,4.48,1.74,0.635,0.49,38177901
MRSN,1.99,1.58,-0.41,-0.206,-0.23,38029635
HBB,20,29.29,9.29,0.465,0.37,37711966
ALIM,5.56,5.53,-0.03,-0.005,-0.11,37681392
ATNI,29.49,26.76,-2.73,-0.093,-0.23,37237145
MVIS,1.05,0.95,-0.1,-0.097,-0.15,36805897
MITT,7.77,7.44,-0.33,-0.042,-0.08,36792580
ARC,3.05,3.34,0.29,0.095,0.22,36059143
THFF,45.46,44.7,-0.76,-0.017,-0.03,35995686
BFS,39.74,40.82,1.08,0.027,0.07,35103370
SRTS,6.37,6.52,0.15,0.024,0.04,35081248
CNSL,4.61,4.57,-0.04,-0.009,-0.13,35076302
GLRE,12.35,13.97,1.62,0.131,0.03,34878381
BFST,25.4,24.42,-0.98,-0.039,-0.04,34693501
BW,1.36,1.18,-0.18,-0.132,-0.12,34580436
CAC,41.75,39.98,-1.77,-0.042,-0.11,34377036
IPI,25.94,24.68,-1.26,-0.049,-0.1,34279667
FORR,20.01,19.18,-0.83,-0.041,-0.1,34164320
UHT,42.82,44.9,2.08,0.049,0.22,34089387
OMER,5.34,4.21,-1.13,-0.212,-0.3,33919216
BIG,1.08,0.55,-0.53,-0.494,-0.26,33690140
AEMD,0.35,0.38,0.03,0.086,0.05,33613657
PBPB,7.27,7.98,0.71,0.098,0.13,33525690
AMTX,2.97,2.46,-0.51,-0.172,-0.21,33436314
CASS,42.71,43.44,0.73,0.017,0.03,33367594
SSP,3.76,1.97,-1.79,-0.476,-0.48,32905325
SENEA,60.79,60.27,-0.52,-0.009,-0.03,32317783
ABEO,4.94,5.7,0.76,0.154,0.24,32260555
RDVT,25.41,28.9,3.49,0.138,0.13,31734326
SNCR,10.32,14.81,4.49,0.435,0.64,31658587
GSBC,62.57,59.56,-3.01,-0.048,-0.13,31483153
TZOO,10.25,12.07,1.82,0.178,0.32,31377060
KEQU,55.28,53.7,-1.58,-0.029,-0.04,30976225
EPM,5.59,5.15,-0.44,-0.079,-0.19,30784499
QRTEA,0.71,0.6,-0.11,-0.155,-0.26,30390754
WKHS,1.41,0.68,-0.73,-0.518,-0.58,30375100
FCBC,44.86,44.12,-0.74,-0.016,-0.06,30258884
GHM,32.77,31.84,-0.93,-0.028,-0.08,30246488
ADVM,7.84,6.94,-0.9,-0.115,-0.11,30190259
CAPR,4.05,4.57,0.52,0.128,0.13,30134718
FET,18.17,17.35,-0.82,-0.045,-0.08,30084051
EQBK,40.52,40.79,0.27,0.007,-0.01,29906276
HONE,13.38,13.2,-0.18,-0.013,-0.05,29856609
RCKY,34.19,32.24,-1.95,-0.057,-0.08,29712724
SMBK,28.19,29.23,1.04,0.037,0.08,29629729
RIGL,10.64,13.44,2.8,0.263,0.21,29314618
LEGH,28.36,26.96,-1.4,-0.049,-0.13,29204546
ARTNA,39.11,36.11,-3,-0.077,-0.27,28997888
NGS,20.41,21.93,1.52,0.074,0.09,28902742
LINC,14.08,12.45,-1.63,-0.116,-0.22,28615474
PBYI,3.6,2.5,-1.1,-0.306,-0.32,28534772
TIPT,20.09,19.83,-0.26,-0.013,0.01,28183230
BATRA,45.77,45.6,-0.17,-0.004,-0.03,28113262
SYRS,6.02,1.64,-4.38,-0.728,-0.29,27856483
DXLG,3.75,2.75,-1,-0.267,-0.41,27724464
OLP,26.44,26.75,0.31,0.012,0.03,27543351
FMNB,15.65,15.55,-0.1,-0.006,-0.03,27464971
FISI,26.22,26.02,-0.2,-0.008,-0.06,27450386
ODC,65.1,68.19,3.09,0.047,0.14,27087856
LE,17.79,15.49,-2.3,-0.129,-0.18,26449918
FSTR,24.04,20.08,-3.96,-0.165,-0.14,26368015
HMST,14.4,16,1.6,0.111,0.22,26273996
FEIM,13.22,14.1,0.88,0.067,0.07,26258928
BPTH,1.58,0.99,-0.59,-0.376,-0.37,26111092
HTBI,35.48,36.46,0.98,0.028,0.08,26078601
PESI,12.86,11,-1.86,-0.145,-0.19,25935436
OPI,2.73,2.2,-0.53,-0.194,-0.13,25727040
ANIK,27.3,25.7,-1.6,-0.059,-0.17,25390018
RMTI,1.83,2.86,1.03,0.563,0.41,25346442
VSTM,2.57,2.5,-0.07,-0.027,-0.07,25337156
AMS,3.12,3.12,0,0,0,25329467
NKTR,1.34,1.28,-0.06,-0.045,-0.08,25307274
GNE,17.01,16.74,-0.27,-0.016,-0.04,25077500
ULH,43.06,42.27,-0.79,-0.018,-0.03,24704024
BKTI,12.94,22.45,9.51,0.735,0.58,24619069
BHB,31.98,32.06,0.08,0.003,-0.02,24566890
INBK,37.07,36.29,-0.78,-0.021,-0.06,24493395
WHLR,5.1,1.05,-4.05,-0.794,-0.55,24486777
SSTI,15.23,14.1,-1.13,-0.074,-0.11,24315635
RBB,23,22.96,-0.04,-0.002,-0.04,24290053
AROW,31.49,30.49,-1,-0.032,-0.09,24284470
KLXE,6.85,7.36,0.51,0.074,0.09,24063748
FFNW,21.41,22.7,1.29,0.06,0.17,23971207
MTRX,10.15,9.96,-0.19,-0.019,-0.04,23769773
CCBG,35.27,34.52,-0.75,-0.021,-0.08,23617300
ASUR,10.34,8.59,-1.75,-0.169,-0.29,23507771
CDXS,3.59,2.89,-0.7,-0.195,-0.33,23139208
STRT,24.62,35.47,10.85,0.441,0.25,22776664
TRC,19.05,17.89,-1.16,-0.061,-0.15,22743919
BSRR,29,30.13,1.13,0.039,0.05,22703535
BHR,3.38,3.11,-0.27,-0.08,-0.19,22682796
LMNR,22.12,25.08,2.96,0.134,0.23,22678502
AKTS,0.12,0.08,-0.04,-0.332,-0.23,22670397
OOMA,10.55,10.4,-0.15,-0.014,-0,22663682
ZYXI,9.02,7.86,-1.16,-0.129,-0.2,22323230
SHBI,14.47,14.2,-0.27,-0.019,-0.05,22271686
MPB,29.04,30.21,1.17,0.04,0.03,22243658
EML,29.63,30.11,0.48,0.016,0.06,22242538
FLXS,38.34,41.38,3.04,0.079,0.2,22159841
CMRX,0.89,0.93,0.04,0.047,0.06,22010172
NRIM,67.95,68.97,1.02,0.015,0,21960883
AIRT,24.06,22.73,-1.33,-0.055,-0.14,21921407
VTNR,0.75,0.41,-0.34,-0.449,-0.35,21755809
ASRT,1.39,1.18,-0.21,-0.151,-0.2,21664423
TBIO,3.52,3.42,-0.1,-0.028,-0.16,21315059
EHTH,5.3,4.05,-1.25,-0.236,-0.31,21284900
OPRX,10.92,8.31,-2.61,-0.239,-0.42,21171820
TAYD,50.7,57.22,6.52,0.129,0.18,20877460
MOFG,29.39,29.22,-0.17,-0.006,-0.01,20293725
PANL,7.28,6.75,-0.53,-0.073,-0.17,20196980
FLIC,13.05,12.77,-0.28,-0.021,-0.1,20174496
PDLB,9.95,11.34,1.39,0.14,0.34,20014533
TWOU,2.87,0.35,-2.52,-0.878,-0.86,19983757
OFLX,52.9,47.2,-5.7,-0.108,-0.28,19942992
ISTR,18.4,18.62,0.22,0.012,-0,19915719
GPMT,2.97,2.63,-0.34,-0.114,-0.28,19779545
PETS,3.83,3.19,-0.64,-0.167,-0.26,19545108
PMTS,28.68,28.64,-0.04,-0.001,-0.01,19499820
PFIS,48.85,47.61,-1.24,-0.025,-0.1,19390957
PRTS,1.02,0.8,-0.22,-0.212,-0.41,19203252
CDXC,2.99,3.45,0.46,0.154,0.17,19069908
BBCP,6.71,6.49,-0.22,-0.033,-0.09,18716982
BELFA,89.61,86.16,-3.45,-0.039,-0.14,18615485
GVP,3.21,4.03,0.82,0.255,0.13,18604419
GENC,24.54,20.17,-4.37,-0.178,-0.23,18557875
RBBN,3.37,3.41,0.04,0.012,0.01,18520887
INSE,9.19,9.03,-0.16,-0.017,-0.05,18492571
UTMD,69.24,67.99,-1.25,-0.018,-0.15,18452915
PKE,13.46,13.51,0.05,0.004,0.01,18217405
ABIO,2.95,2.4,-0.55,-0.186,-0.1,18168499
VLGEA,31.68,32.15,0.47,0.015,0.04,18134853
AXTI,3.41,2.65,-0.76,-0.223,-0.23,18011459
RM,33.87,33.53,-0.34,-0.01,0.06,17839431
TRUE,3.68,3,-0.68,-0.185,-0.22,17780007
LAKE,23.66,24.1,0.44,0.019,0.02,17771156
RBCAA,64.31,63.9,-0.41,-0.006,-0.08,17740383
CMTL,3.25,3.16,-0.09,-0.028,-0.05,17735370
RUSHB,51.91,47.04,-4.87,-0.094,-0.04,17689813
CIO,5.91,5.88,-0.03,-0.005,-0.06,17621706
NATR,17.12,13.8,-3.32,-0.194,-0.21,17590452
TTOO,4.99,3.19,-1.8,-0.361,-0.6,17478137
FMAO,27.33,27.49,0.16,0.006,-0.02,17420239
CIVB,18.06,16.97,-1.09,-0.06,-0.13,17322162
PKOH,31.42,30.24,-1.18,-0.038,-0.05,17237270
XFOR,0.78,0.7,-0.08,-0.103,-0.15,17171509
CMT,18.43,17.85,-0.58,-0.031,-0.06,17152442
ACU,45.25,44.09,-1.16,-0.026,-0.04,17107300
RELL,11.99,11.85,-0.14,-0.012,-0.04,17020807
QUAD,4.6,4.69,0.09,0.02,-0.06,17007982
CCNE,25.66,24.31,-1.35,-0.053,-0.12,16991092
ALCO,29.33,29.3,-0.03,-0.001,-0.03,16955125
CVGI,5.43,3.63,-1.8,-0.331,-0.39,16757657
EVOK,4.78,4.29,-0.49,-0.103,-0.13,16756289
PEBK,31.61,29.11,-2.5,-0.079,-0.36,16726629
GOSS,0.91,0.88,-0.03,-0.038,-0.09,16682532
CLRB,2.15,2.2,0.05,0.023,0.05,16663408
INTT,10.8,7.16,-3.64,-0.337,-0.34,16500871
ATOS,1.35,1.37,0.02,0.015,0,16325604
VUZI,1.23,0.86,-0.37,-0.298,-0.43,16193141
EVC,2.18,2.08,-0.1,-0.046,-0.1,16174833
FGEN,0.54,0.37,-0.18,-0.328,-0.33,16131346
NINE,1.9,1.21,-0.69,-0.363,-0.66,16033135
CTMX,1.4,1.18,-0.22,-0.157,-0.34,16031286
SACH,2.54,2.45,-0.09,-0.035,-0.08,15975955
TCS,0.85,0.81,-0.04,-0.043,-0.04,15956623
DGICA,14.59,15.22,0.63,0.043,0.07,15772216
FSBW,44.68,43.83,-0.85,-0.019,0.01,15615720
FRPH,29.27,29.62,0.35,0.012,-0.03,15531557
SLS,1.16,1.29,0.13,0.112,0.15,15463079
CSPI,15.72,13.9,-1.82,-0.116,-0.1,15455863
RCMT,19.48,20.38,0.9,0.046,0.09,15406554
SCWX,7.67,8.34,0.67,0.087,0.1,15399970
FRBA,15.45,15.39,-0.06,-0.004,-0.02,14827132
DLTH,3.69,4.06,0.37,0.1,0.07,14813924
GNTY,34,34.79,0.79,0.023,0.01,14604815
SFST,34.29,32.48,-1.81,-0.053,-0.15,14303857
CWBC,20.78,20.4,-0.38,-0.018,-0.05,14138398
BGFV,2.05,1.88,-0.17,-0.083,-0.12,14074070
EBTC,28.95,30.99,2.04,0.07,0.11,14012031
STIM,1.84,0.88,-0.96,-0.52,-0.21,14006306
CBAN,15.59,15.01,-0.58,-0.037,-0.05,13635536
MRAM,6.13,5.57,-0.56,-0.091,-0.21,13500944
LTRX,4.1,3.59,-0.51,-0.124,-0.18,13166817
KOPN,1.06,0.97,-0.09,-0.088,-0.06,13157202
ATLC,35.6,35.35,-0.25,-0.007,-0.02,13143099
FBIZ,46.38,45.37,-1.01,-0.022,-0.05,13002096
ACNB,41.66,42.02,0.36,0.009,0.04,12750539
BCBP,12.75,12.41,-0.34,-0.027,-0.05,12730691
SENS,0.42,0.39,-0.04,-0.084,-0.15,12702573
GRTS,0.61,0.48,-0.13,-0.218,-0.34,12595160
QRHC,8.44,8.84,0.4,0.047,0.09,12484192
CUTR,1.4,0.76,-0.64,-0.457,-0.35,12407207
NNVC,2.19,1.95,-0.24,-0.11,-0.1,12213541
RLGT,6.25,6.37,0.12,0.019,0.01,12192447
WTBA,21.01,19.95,-1.06,-0.05,-0.09,12163615
NATH,74.52,77.83,3.31,0.044,0.15,12127916
TSQ,12.03,10.57,-1.46,-0.121,-0.23,12114632
FUNC,28.07,28.86,0.79,0.028,0.1,12077238
SPWH,2.55,2.1,-0.45,-0.176,-0.2,12054215
SFBC,43.05,55.9,12.85,0.298,0.62,12014878
TUP,1.3,1.2,-0.1,-0.077,-0.15,12012177
VTVT,14.34,15.71,1.37,0.096,0.07,11855271
HBCP,44.3,44.66,0.36,0.008,0.01,11846775
LFVN,8.18,7.96,-0.22,-0.027,-0.04,11802489
ULBI,11.95,10.46,-1.49,-0.125,-0.17,11776213
ACRS,1.39,1.18,-0.21,-0.151,-0.27,11693106
PFMT,3.71,3.53,-0.18,-0.049,-0.07,11657761
CIX,26.22,29.87,3.65,0.139,0.09,11551416
TSBK,29.47,31.23,1.76,0.06,0.03,11387513
PNRG,117.14,133.02,15.88,0.136,0.16,11362526
JAGX,1.23,1.14,-0.09,-0.073,-0.06,11362060
XOMA,26.66,29.25,2.59,0.097,0.09,11328584
GCBC,35.6,34.09,-1.51,-0.042,-0.09,11269906
FSP,1.73,1.82,0.09,0.052,0.04,11253014
RGLS,1.76,1.68,-0.08,-0.045,-0.1,11179074
MRNS,1.4,1.4,0,0,-0.01,11088651
CHMI,3.81,3.53,-0.28,-0.073,-0.25,11007775
UNTY,35.1,33.93,-1.17,-0.033,-0.05,11006178
PTSI,20.64,18.14,-2.5,-0.121,-0.16,10973178
ACHV,4.92,4.39,-0.53,-0.108,-0.3,10953130
TUSK,3.99,3.82,-0.17,-0.043,-0.09,10872729
UAMY,0.39,0.67,0.28,0.725,0.37,10757687
CHMG,48.5,46.68,-1.82,-0.038,-0.12,10635189
NC,31.17,27.88,-3.29,-0.106,-0.19,10614278
OPTN,1.05,1.04,-0.01,-0.01,-0.03,10613479
CFFI,59.01,58.02,-0.99,-0.017,-0.05,10589961
ASTC,8.25,11.24,2.99,0.362,0.29,10572380
MPX,10.67,9.4,-1.27,-0.119,-0.28,10552886
UEIC,11.8,9.32,-2.48,-0.21,-0.33,10545231
FBIO,2.07,2.03,-0.04,-0.019,-0.05,10489004
TG,5.75,6.13,0.38,0.066,0.08,10461613
GEOS,9.36,10.32,0.96,0.103,0.25,10426229
INTL,22.65,23.29,0.64,0.028,0.07,10305620
MPAA,6.02,6.63,0.61,0.101,0.18,10223797
FTK,4.4,4.24,-0.16,-0.036,-0.12,10034242
ATRA,10.06,7.6,-2.46,-0.245,-0.28,9968639
KPTI,0.98,0.76,-0.22,-0.225,-0.47,9928744
CDZI,3.7,3.37,-0.33,-0.089,-0.09,9868009
SUP,3.33,3.38,0.05,0.015,0.01,9854466
DLHC,10.52,10.88,0.36,0.034,-0.11,9760701
MVBF,22.96,21,-1.96,-0.085,-0.16,9750544
OPTT,0.22,0.18,-0.04,-0.176,-0.21,9700034
UFI,5.63,6.83,1.2,0.213,0.2,9694961
KOD,2.94,2.51,-0.43,-0.146,-0.16,9635477
FCCO,22.79,21.8,-0.99,-0.043,-0.09,9591222
NNBR,3.92,3.94,0.02,0.005,-0,9555814
JYNT,14.45,11.31,-3.14,-0.217,-0.32,9546518
FLL,5.59,5.11,-0.48,-0.086,-0.25,9542100
WEYS,35.22,33.38,-1.84,-0.052,-0.09,9501411
CVM,1.16,1.08,-0.08,-0.069,-0.18,9392909
BRT,18.7,18.99,0.29,0.016,0.01,9361139
FORD,3.96,3.73,-0.23,-0.058,-0.05,9357054
CRIS,5.48,5.53,0.04,0.008,-0.01,9151960
UPLD,2.37,2.21,-0.16,-0.068,-0.11,9143140
SNOA,7.43,3.3,-4.13,-0.556,-0.44,9129852
SINT,5.15,3.49,-1.66,-0.322,-0.35,9094154
PCYO,11.02,10.65,-0.37,-0.034,-0.09,9048182
EGAN,7.25,7.17,-0.08,-0.011,-0.03,9027641
BCOV,2.35,2.23,-0.12,-0.051,-0.11,8994161
VERU,0.92,0.82,-0.1,-0.11,-0.22,8779104
HOFT,15.53,15.84,0.31,0.02,0.06,8745211
EGRX,4.83,5.14,0.31,0.064,0.08,8545795
BWEN,3.23,2.19,-1.04,-0.322,-0.49,8542311
OMEX,4.03,3.97,-0.06,-0.015,-0.03,8429496
BWFG,28.49,30.48,1.99,0.07,0.13,8302587
ELMD,15.51,17.15,1.64,0.106,0.12,8297473
CZNC,19.9,20.14,0.24,0.012,-0.03,8279624
WSBF,14.97,15.15,0.18,0.012,0.01,8266173
CLPR,3.95,4.92,0.97,0.246,0.38,8255885
NODK,16.3,15.54,-0.76,-0.047,-0.08,8243180
TWIN,14,13.16,-0.84,-0.06,-0.15,8220953
PLBC,42.6,40.79,-1.81,-0.042,-0.1,8179279
AJX,3.5,3.22,-0.28,-0.08,-0.21,8115028
LCUT,8.64,7.15,-1.49,-0.172,-0.24,8080281
TLYS,5.91,5.36,-0.55,-0.093,-0.1,8061933
LUNA,3.01,2.38,-0.63,-0.209,-0.39,8009200
OVLY,28.16,26.67,-1.49,-0.053,-0.12,7920990
ISSC,6.8,7.02,0.22,0.032,0.17,7858047
VALU,46.99,41.46,-5.53,-0.118,-0.26,7834564
EVBN,33.83,35.51,1.68,0.05,0.06,7709229
XBIT,7.71,6.4,-1.31,-0.17,-0.17,7690783
FNLC,28.34,27.89,-0.45,-0.016,-0.04,7585124
FOSL,1.21,1.13,-0.08,-0.066,-0.12,7569067
ARTW,1.52,2.07,0.55,0.362,0.39,7485935
EVI,20.47,16.53,-3.94,-0.192,-0.2,7446784
ZDGE,3.61,3.58,-0.03,-0.008,-0.04,7361634
PVBC,11.03,11.03,0,0,0.03,7328877
FDBC,51.52,53.98,2.46,0.048,0.03,7323375
INFU,6.89,6.65,-0.24,-0.035,-0.06,7254549
KVHI,4.45,4.44,-0.01,-0.002,-0.03,7198262
ICAD,1.3,1.61,0.31,0.238,0.21,7162133
MBIO,0.34,0.28,-0.06,-0.168,-0.12,7097546
PPSI,4.79,4.29,-0.5,-0.104,-0.18,7055598
CPSS,9.39,8.25,-1.14,-0.121,-0.26,7016748
NKSH,30.39,30.2,-0.19,-0.006,-0.08,7000311
DHX,2.12,1.94,-0.18,-0.085,-0.11,6836656
BPRN,38.5,37.24,-1.26,-0.033,-0.09,6836112
STKS,5.15,3.85,-1.3,-0.252,-0.29,6831483
PKBK,18.84,20.5,1.66,0.088,0.09,6810636
CEI,0.12,0.02,-0.1,-0.806,-0.3,6704606
EEX,5.62,5.55,-0.07,-0.012,-0.04,6688557
MNTX,5.09,4.18,-0.91,-0.179,-0.16,6612391
SAMG,17.68,16.2,-1.48,-0.084,-0.19,6576603
WNEB,8.2,8.88,0.68,0.083,0.14,6565938
PWOD,22.61,22.46,-0.15,-0.007,-0.09,6513772
AHT,1.02,0.94,-0.08,-0.076,-0.08,6466346
MLP,23.81,26.01,2.2,0.092,0.11,6440931
CATO,5.17,4.87,-0.3,-0.058,-0.15,6417517
FRD,16.64,15.05,-1.59,-0.096,-0.21,6415839
AE,27.43,24,-3.43,-0.125,-0.26,6404154
GALT,2.48,2.69,0.21,0.087,0.07,6396480
HBIO,3.22,2.88,-0.34,-0.106,-0.15,6375928
MIND,4.58,3.71,-0.87,-0.19,-0.38,6361825
AXR,25.77,21.75,-4.02,-0.156,-0.32,6343237
ATLO,21.51,18.98,-2.53,-0.118,-0.22,6272284
AP,1.56,2.03,0.47,0.301,0.24,6259952
GLT,1.51,1.61,0.1,0.066,0.05,6234264
LCNB,15.35,16,0.65,0.042,0.06,6209040
SNFCA,8.18,8.89,0.71,0.087,0.16,6151451
GWRS,12.91,12.69,-0.22,-0.017,-0.06,6015134
HHS,8.44,7.53,-0.91,-0.108,-0.16,5973210
NTIC,13.16,13.14,-0.02,-0.002,0,5929042
BH,200,178.99,-21.01,-0.105,-0.24,5910401
MESA,1.56,1.23,-0.33,-0.212,-0.3,5905010
AIRG,7.58,7.68,0.1,0.013,0.03,5849165
GIFI,6.3,5.9,-0.4,-0.063,-0.09,5849160
CDTX,12.88,11.89,-0.99,-0.077,-0.14,5839501
LTBR,3.21,2.49,-0.72,-0.224,-0.24,5680502
BSET,13.11,14.16,1.05,0.08,0.22,5646293
NL,6.36,6.62,0.26,0.041,0.05,5641030
PTN,1.73,1.63,-0.1,-0.058,-0.08,5610775
FSFG,21.6,24,2.4,0.111,0.34,5573698
GSIT,2.8,2.64,-0.16,-0.057,-0.07,5531483
GLYC,0.22,0.18,-0.04,-0.199,-0.21,5449302
HURC,16.88,17.2,0.32,0.019,-0.02,5431309
SCYX,2.11,1.46,-0.65,-0.308,-0.64,5413493
BRID,9.4,13.29,3.89,0.414,0.34,5402918
ANIX,3.36,3.34,-0.02,-0.006,0.05,5245651
FNWB,10.21,11.56,1.35,0.132,0.3,5212501
ALLK,0.89,0.71,-0.18,-0.203,-0.3,5199613
LIVE,18.75,18.7,-0.05,-0.003,0.03,5141622
GORO,0.45,0.38,-0.07,-0.162,-0.11,5137875
III,3.46,3.5,0.04,0.012,-0.04,5130420
ASYS,5.81,6.36,0.55,0.095,0.14,5122074
SCOR,14.05,7.17,-6.88,-0.49,-0.37,5097108
INVE,3.87,3.35,-0.52,-0.134,-0.18,4896815
SGA,15.6,14.72,-0.88,-0.056,-0.13,4847438
ESSA,18.77,18.44,-0.33,-0.018,-0.1,4750789
EMKR,1.27,1.05,-0.22,-0.173,-0.17,4738971
BGSF,8.65,8.08,-0.57,-0.066,-0.09,4727440
PPIH,9.4,10.22,0.82,0.087,0.08,4708804
CZWI,12.7,13.4,0.7,0.055,0.08,4705602
PXLW,0.98,0.69,-0.29,-0.294,-0.74,4695518
AWRE,2.09,2.15,0.06,0.029,0.02,4689603
CODA,7.35,7.11,-0.24,-0.033,-0.03,4666182
APT,5.81,5.96,0.15,0.026,0.04,4659032
ASMB,14.03,16.26,2.23,0.159,0.15,4652960
PFIE,1.67,1.86,0.19,0.114,0.13,4538287
UG,11.05,14.26,3.21,0.29,0.54,4525381
MBCN,26.6,27.97,1.37,0.052,0.05,4491840
NWFL,29.51,27.24,-2.27,-0.077,-0.15,4481600
RGCO,22.66,21.25,-1.41,-0.062,-0.11,4473143
MTNB,0.17,0.09,-0.08,-0.453,-0.47,4472754
KIRK,1.79,1.46,-0.33,-0.187,-0.24,4462593
UNB,24.25,26,1.75,0.072,0.13,4429750
TISI,10,13.67,3.67,0.367,0.42,4330177
KZR,0.65,0.6,-0.05,-0.076,-0.14,4329895
INTG,20.05,17.7,-2.35,-0.117,-0.2,4328927
WYY,3.8,3.65,-0.15,-0.039,-0.06,4285750
RVSB,4.5,4.62,0.12,0.027,0.04,4258933
DZSI,1.18,0.2,-0.98,-0.831,-0.15,4249170
CNTY,3.1,2.46,-0.64,-0.206,-0.22,4219530
DARE,3.42,3.58,0.16,0.047,0.04,4166968
SPRO,1.4,1.37,-0.03,-0.021,-0.04,4083095
IPWR,7.49,7.88,0.39,0.052,0.04,4066015
SMSI,2.46,0.62,-1.84,-0.749,-0.69,4051216
LL,0.84,0.04,-0.8,-0.952,-0.31,4021269
IVAC,3.8,3.55,-0.25,-0.066,-0.19,4017725
ASPS,1.36,1.16,-0.2,-0.147,-0.11,3996392
CVU,2.46,3,0.54,0.22,0.24,3862054
PHX,3.26,3.46,0.2,0.061,0.16,3834386
ICCC,4.06,3.74,-0.32,-0.079,-0.1,3806697
NBY,0.59,0.49,-0.1,-0.175,-0.15,3766963
CASI,7.05,6.59,-0.46,-0.065,-0.15,3690701
SND,2.08,2.19,0.11,0.053,0.07,3668573
EIGR,13.38,11,-2.38,-0.178,-0.09,3661894
MHH,8.2,9.63,1.43,0.174,0.2,3609827
SGMA,3.34,2.89,-0.45,-0.135,-0.15,3601540
STRS,27.53,26.07,-1.46,-0.053,-0.02,3575669
PDEX,20.22,23.33,3.11,0.154,0.21,3559640
SBT,5.79,5.79,0,0,-0.02,3544878
CUE,0.83,0.72,-0.11,-0.134,-0.09,3537975
ARL,20.35,19.01,-1.34,-0.066,-0.08,3507955
AQMS,0.33,0.22,-0.11,-0.328,-0.15,3500399
IBIO,2.06,1.97,-0.09,-0.044,-0.05,3487007
ALOT,15.82,14.89,-0.93,-0.059,-0.16,3469489
BCLI,0.35,0.31,-0.04,-0.117,-0.07,3358381
FONR,18.23,17.39,-0.84,-0.046,-0.2,3347068
VISL,7.16,6.72,-0.44,-0.061,-0.1,3276587
IDN,3.02,2.31,-0.71,-0.235,-0.2,3269828
CIA,2.61,2.88,0.27,0.103,0.14,3238108
BDL,26.5,25.6,-0.9,-0.034,-0.07,3113145
NDLS,1.74,1.58,-0.16,-0.092,-0.13,3063129
ESCA,14.41,13.98,-0.43,-0.03,-0.09,3047205
SGRP,1.89,1.45,-0.44,-0.233,-0.4,3041716
LEE,9.9,9.05,-0.85,-0.086,-0.25,3032006
PMD,2.33,2.3,-0.03,-0.013,0.01,2994961
MBOT,1,0.88,-0.12,-0.12,-0.18,2994293
LMFA,3.64,2.8,-0.84,-0.231,-0.26,2961075
NCSM,17.15,21.2,4.05,0.236,0.44,2957252
GAIA,4.94,4.76,-0.18,-0.036,-0.05,2928399
TACT,3.91,4.24,0.33,0.084,0.05,2893123
NHTC,7.3,6.74,-0.56,-0.077,-0.23,2880775
AC,33.71,33.33,-0.38,-0.011,-0.02,2857428
XXII,0.68,0.32,-0.36,-0.531,-0.63,2798657
SBFG,16.9,16.25,-0.65,-0.038,-0.04,2776534
EBMT,14.51,15,0.49,0.034,0.07,2765717
FTEK,1.02,1,-0.02,-0.02,-0.04,2719797
