name,sym,open,close,change,percent,snr
Emerald Expositions Events,EEX,5.68,5.67,-0.01,-0.002,-0.01
Expeditors,EXPD,124.76,124.82,0.06,0,-0.01
Glaukos,GKOS,118.24,117.17,-1.07,-0.009,-0.01
Lifetime Brands,LCUT,8.59,8.64,0.05,0.006,-0.01
LKQ,LKQ,41.74,41.5,-0.24,-0.006,-0.01
Motorcar Parts of America,MPAA,6.28,6.05,-0.23,-0.037,-0.01
Microvision,MVIS,1.07,1.07,0,0,-0.01
Newpark Resources,NR,8.39,8.26,-0.13,-0.015,-0.01
News Corp,NWSA,27.56,27.58,0.02,0.001,-0.01
Optical Cable,OCC,2.71,2.75,0.04,0.015,-0.01
Rafael,RFL,1.45,1.49,0.04,0.028,-0.01
Synaptics,SYNA,88.03,87.32,-0.71,-0.008,-0.01
VSE Corp,VSEC,87.95,88.99,1.04,0.012,-0.01
Xperi Corp,XPER,8.23,8.17,-0.06,-0.007,-0.01
VSE Corp.,VSEC,87.95,88.99,1.04,0.012,-0.01
Xperi Holding Corp.,XPER,8.23,8.17,-0.06,-0.007,-0.01
AES Corp,AES,17.83,17.79,-0.04,-0.002,-0.02
Great Ajax,AJX,3.54,3.51,-0.03,-0.008,-0.02
Altimmune,ALT,6.67,6.36,-0.31,-0.046,-0.02
AvalonBay Communities,AVB,206.41,204.92,-1.49,-0.007,-0.02
Belden,BDC,94.48,92.69,-1.79,-0.019,-0.02
Peabody Energy,BTU,23.17,22.21,-0.96,-0.041,-0.02
Broadwind Energy,BWEN,3.25,3.26,0.01,0.003,-0.02
CBIZ,CBZ,74.31,69.4,-4.91,-0.066,-0.02
CONSOL Energy,CEIX,103.87,99.81,-4.06,-0.039,-0.02
Cliffs Natural Resources,CLF,15.44,15.35,-0.09,-0.006,-0.02
ClearSign Combustion,CLIR,0.8,0.86,0.06,0.075,-0.02
DineEquity,DIN,36.27,35.84,-0.43,-0.012,-0.02
Devon Energy,DVN,47.7,47.03,-0.67,-0.014,-0.02
Helix Energy,HLX,11.99,11.8,-0.19,-0.016,-0.02
iBio,IBIO,2.11,2.05,-0.06,-0.028,-0.02
Intel,INTC,30.91,30.74,-0.17,-0.005,-0.02
Intuit,INTU,652.51,647.35,-5.16,-0.008,-0.02
Invitation Homes,INVH,35.92,35.27,-0.65,-0.018,-0.02
Intuitive Surgical,ISRG,445.85,444.61,-1.24,-0.003,-0.02
Lake Shore Bancorp,LSBK,11.8,12.4,0.6,0.051,-0.02
Primo Water,PRMW,21.88,21.93,0.05,0.002,-0.02
LiveRamp,RAMP,31.16,30.28,-0.88,-0.028,-0.02
Republic,RSG,194.82,194.32,-0.5,-0.003,-0.02
Sachem Capital,SACH,2.58,2.52,-0.06,-0.023,-0.02
Siebert Financial,SIEB,1.72,1.73,0.01,0.008,-0.02
Spectrum Brands,SPB,86.29,84.61,-1.68,-0.019,-0.02
United Therapeutics,UTHR,317.27,313.29,-3.98,-0.013,-0.02
Marriot Vacations Worldwide,VAC,87.5,84.58,-2.92,-0.033,-0.02
Wilhelmina International,WHLM,5.44,5.5,0.06,0.011,-0.02
Wabash National,WNC,21.85,21.49,-0.36,-0.016,-0.02
Y-mAbs Therapeutics,YMAB,12.01,12.28,0.27,0.022,-0.02
Wabash National Corp.,WNC,21.85,21.49,-0.36,-0.016,-0.02
"Wilhelmina International, Inc.",WHLM,5.44,5.5,0.06,0.011,-0.02
"Y-mAbs Therapeutics, Inc.",YMAB,12.01,12.28,0.27,0.022,-0.02
Adobe,ADBE,551.37,551.65,0.28,0.001,-0.03
Albemarle,ALB,95.25,93.67,-1.58,-0.017,-0.03
Broadcom,AVGO,160.82,160.68,-0.14,-0.001,-0.03
Broadway Financial,BYFC,5.2,4.96,-0.24,-0.046,-0.03
Community Healthcare Trust,CHCT,23.38,21.76,-1.62,-0.069,-0.03
Duluth,DLTH,3.71,3.64,-0.07,-0.019,-0.03
Diamondrock Hospitality,DRH,8.42,8.23,-0.19,-0.023,-0.03
Gap,GPS,24.01,23.48,-0.53,-0.022,-0.03
ICF International,ICFI,143.97,147.1,3.13,0.022,-0.03
KLA-Tencor,KLAC,823.19,823.07,-0.12,-0,-0.03
Leidos,LDOS,146.58,144.4,-2.18,-0.015,-0.03
Liquidia Technologies,LQDA,12.05,11.93,-0.12,-0.01,-0.03
Merit Medical,MMSI,85.73,85.29,-0.44,-0.005,-0.03
Nova Lifestyle,NVFY,1.63,1.61,-0.02,-0.012,-0.03
Oracle,ORCL,141.69,139.45,-2.24,-0.016,-0.03
Royal Caribbean Cruises,RCL,159.75,156.72,-3.03,-0.019,-0.03
RLJ Lodging Trust,RLJ,9.61,9.44,-0.17,-0.018,-0.03
comScore,SCOR,14.4,13.99,-0.41,-0.028,-0.03
SeaChange International,SEAC,6.5,6.15,-0.35,-0.054,-0.03
Uranium Energy,UEC,5.92,5.93,0.01,0.002,-0.03
Unifi,UFI,5.88,5.63,-0.25,-0.043,-0.03
USANA Health Sciences,USNA,45.44,44.6,-0.84,-0.018,-0.03
Viad,VVI,34.06,33.25,-0.81,-0.024,-0.03
Western Union Co,WU,12.27,11.89,-0.38,-0.031,-0.03
"USANA Health Sciences, Inc.",USNA,45.44,44.6,-0.84,-0.018,-0.03
Viad Corp.,VVI,34.06,33.25,-0.81,-0.024,-0.03
Associated Capital,AC,34,34.03,0.03,0.001,-0.04
Arista Networks,ANET,354.71,346.55,-8.16,-0.023,-0.04
Bunge,BG,107.55,105.23,-2.32,-0.022,-0.04
CME,CME,197.62,193.71,-3.91,-0.02,-0.04
Carter's,CRI,62.4,60.55,-1.85,-0.03,-0.04
Dollar Tree,DLTR,106.87,104.34,-2.53,-0.024,-0.04
DASAN Zhone,DZSI,1.21,1.18,-0.03,-0.025,-0.04
Floor & Decor,FND,98,98,0,0,-0.04
Motus GI,MOTS,0.06,0.05,-0,-0.004,-0.04
Marker Therapeutics,MRKR,5.36,4.89,-0.47,-0.088,-0.04
NeuroMetrix,NURO,3.73,3.64,-0.09,-0.024,-0.04
Park Electrochemical,PKE,13.67,13.41,-0.26,-0.019,-0.04
Rollins,ROL,49.02,47.91,-1.11,-0.023,-0.04
Shake Shack,SHAK,91.08,87.62,-3.46,-0.038,-0.04
Selective Insurance,SIGI,94.43,90.32,-4.11,-0.044,-0.04
Sterling Construction,STRL,118.3,116.36,-1.94,-0.016,-0.04
Transcat,TRNS,119.58,115.24,-4.34,-0.036,-0.04
T. Rowe Price,TROW,115.61,114.21,-1.4,-0.012,-0.04
VirnetX Holding,VHC,6.8,6.32,-0.48,-0.071,-0.04
Verisk Analytics,VRSK,269.55,261.75,-7.8,-0.029,-0.04
Yelp,YELP,36.94,36.43,-0.51,-0.014,-0.04
"Verisk Analytics, Inc.",VRSK,269.55,261.75,-7.8,-0.029,-0.04
VirnetX Holding Corp.,VHC,6.8,6.32,-0.48,-0.071,-0.04
"Yelp, Inc.",YELP,36.94,36.43,-0.51,-0.014,-0.04
Apyx Medical,APYX,1.34,1.36,0.02,0.015,-0.05
Altisource Portfolio,ASPS,1.39,1.33,-0.06,-0.043,-0.05
Brainstorm Cell Therapeutics,BCLI,0.34,0.34,0,0.006,-0.05
BlackLine,BL,48.08,47.52,-0.56,-0.012,-0.05
Babcock,BW,1.73,1.35,-0.38,-0.22,-0.05
CDW,CDW,224.42,218.11,-6.31,-0.028,-0.05
Citizens,CIA,2.72,2.59,-0.13,-0.048,-0.05
Cohu,COHU,33,31.99,-1.01,-0.031,-0.05
Dolby Laboratories,DLB,79.23,78.76,-0.47,-0.006,-0.05
Euronet Worldwide,EEFT,104.17,101.99,-2.18,-0.021,-0.05
Eaton,ETN,316.45,304.79,-11.66,-0.037,-0.05
Evofem Biosciences,EVFM,0.01,0.01,0,0.667,-0.05
Hudson,HDSN,8.86,8.56,-0.3,-0.034,-0.05
Hilton Worldwide,HLT,218.73,214.67,-4.06,-0.019,-0.05
Kronos Worldwide,KRO,12.55,11.96,-0.59,-0.047,-0.05
LiqTech International,LIQT,2.54,2.28,-0.26,-0.101,-0.05
Microbot Medical,MBOT,1.02,1,-0.02,-0.02,-0.05
Children's Place,PLCE,8.15,7.82,-0.33,-0.04,-0.05
Sorrento Therapeutics,SRNE,0.01,0.01,0,0.136,-0.05
Seagate,STX,103,102.17,-0.83,-0.008,-0.05
Teladoc,TDOC,9.8,9.43,-0.37,-0.038,-0.05
United Bancorp,UBCP,12.25,12.35,0.1,0.008,-0.05
Verizon Communications,VZ,41.42,40.52,-0.9,-0.022,-0.05
Walgreens Boots Alliance,WBA,12.09,11.87,-0.22,-0.018,-0.05
Workhorse,WKHS,1.54,1.46,-0.08,-0.052,-0.05
Xylem,XYL,136.25,133.5,-2.75,-0.02,-0.05
"Verizon Communications, Inc.",VZ,41.42,40.52,-0.9,-0.022,-0.05
"Walgreens Boots Alliance, Inc.",WBA,12.09,11.87,-0.22,-0.018,-0.05
"Workhorse Group, Inc.",WKHS,1.54,1.46,-0.08,-0.052,-0.05
"Xylem, Inc.",XYL,136.25,133.5,-2.75,-0.02,-0.05
"Zynex, Inc.",ZYXI,9.32,9,-0.32,-0.034,-0.05
Altus Midstream Company,ALTM,3.32,3.18,-0.14,-0.042,-0.06
Avery Dennison,AVY,219.38,216.83,-2.55,-0.012,-0.06
Barnes,B,41.56,40.34,-1.22,-0.029,-0.06
Blue Bird,BLBD,53.67,52.12,-1.55,-0.029,-0.06
Delek US,DK,24.93,23.78,-1.15,-0.046,-0.06
Digital Realty Trust,DLR,151.95,149.49,-2.46,-0.016,-0.06
Electro-Sensors,ELSE,3.95,3.88,-0.07,-0.018,-0.06
Envestnet,ENV,62.64,61.98,-0.66,-0.011,-0.06
Forward Industries,FORD,4.69,3.97,-0.72,-0.154,-0.06
Fortive,FTV,74.6,71.85,-2.75,-0.037,-0.06
Gritstone Oncology,GRTS,0.62,0.6,-0.02,-0.03,-0.06
Humana,HUM,373.46,361.61,-11.85,-0.032,-0.06
INVESCO MORTGAGE CAPITAL,IVR,9.41,9.08,-0.33,-0.035,-0.06
Lightbridge,LTBR,3.4,3.22,-0.18,-0.053,-0.06
Mid-America,MAA,142.16,139.77,-2.39,-0.017,-0.06
MGM Resorts International,MGM,44.55,42.97,-1.58,-0.035,-0.06
MacroGenics,MGNX,4.19,3.76,-0.43,-0.103,-0.06
Marin Software,MRIN,2.27,2.14,-0.13,-0.057,-0.06
PetIQ,PETQ,22.08,21.88,-0.2,-0.009,-0.06
PTC,PTC,180.83,177.85,-2.98,-0.016,-0.06
SkyWest,SKYW,82.37,79.94,-2.43,-0.03,-0.06
Strayer Education,STRA,110.38,105.4,-4.98,-0.045,-0.06
Servotronics,SVT,11.54,11.52,-0.02,-0.002,-0.06
Talos Energy,TALO,12.27,11.84,-0.43,-0.035,-0.06
Tandy Leather Factory,TLF,4.5,4.43,-0.07,-0.016,-0.06
White Mountains Insurance,WTM,1825.86,1786,-39.86,-0.022,-0.06
Xenia Hotels and Resorts,XHR,14.33,13.88,-0.45,-0.031,-0.06
White Mountains Insurance Group Ltd.,WTM,1825.86,1786,-39.86,-0.022,-0.06
"Xenia Hotels & Resorts, Inc.",XHR,14.33,13.88,-0.45,-0.031,-0.06
Arbor Realty Trust,ABR,14.35,13.5,-0.85,-0.059,-0.07
Actinium Pharma,ATNM,7.28,6.92,-0.36,-0.049,-0.07
AtriCure,ATRC,22.72,21.57,-1.15,-0.051,-0.07
Flanigan's Enterprises,BDL,26.51,26.55,0.04,0.002,-0.07
Avis Budget,CAR,104.73,101.01,-3.72,-0.036,-0.07
Coherent,COHR,72.4,69.68,-2.72,-0.038,-0.07
CTS,CTS,50.7,48.88,-1.82,-0.036,-0.07
Cutera,CUTR,1.55,1.4,-0.15,-0.097,-0.07
The Dixie,DXYN,0.67,0.63,-0.04,-0.054,-0.07
Ecolab,ECL,238.96,230.69,-8.27,-0.035,-0.07
Energy Focus,EFOI,1.45,1.32,-0.13,-0.09,-0.07
Gulfport Energy,GPOR,152.62,147.21,-5.41,-0.035,-0.07
Groupon,GRPN,15.27,13.32,-1.95,-0.128,-0.07
Host Hotels,HST,17.89,17.51,-0.38,-0.021,-0.07
Interactive Brokers,IBKR,124.08,119.27,-4.81,-0.039,-0.07
IDEXX Laboratories,IDXX,486.44,476.12,-10.32,-0.021,-0.07
Kulicke and Soffa Industries,KLIC,49.12,47.17,-1.95,-0.04,-0.07
NIKE,NKE,75.5,74.86,-0.64,-0.008,-0.07
NRG Energy,NRG,78.83,75.17,-3.66,-0.046,-0.07
Olin,OLN,47.47,45.61,-1.86,-0.039,-0.07
Dave and Buster's Entertainment,PLAY,39.74,37.61,-2.13,-0.054,-0.07
Freightcar America,RAIL,3.49,3.47,-0.02,-0.006,-0.07
RiceBran,RIBT,0.16,0.1,-0.06,-0.369,-0.07
Roku,ROKU,60.18,58.21,-1.97,-0.033,-0.07
Ross Stores,ROST,145.77,143.23,-2.54,-0.017,-0.07
Square,SQ,64.62,61.88,-2.74,-0.042,-0.07
Trimble,TRMB,55.86,54.54,-1.32,-0.024,-0.07
TriMas,TRS,25.63,24.58,-1.05,-0.041,-0.07
Upland Software,UPLD,2.53,2.31,-0.22,-0.089,-0.07
Verastem,VSTM,3,2.6,-0.4,-0.133,-0.07
"Verastem, Inc.",VSTM,3,2.6,-0.4,-0.133,-0.07
Acadia Healthcare,ACHC,67.53,64.85,-2.68,-0.04,-0.08
AGCO,AGCO,98.97,94.42,-4.55,-0.046,-0.08
Align Technology,ALGN,241.65,231.88,-9.77,-0.04,-0.08
Allakos,ALLK,1.01,0.9,-0.11,-0.109,-0.08
Applied DNA Sciences,APDN,0.45,0.38,-0.07,-0.164,-0.08
Amphenol,APH,67.74,64.26,-3.48,-0.051,-0.08
Aqua Metals,AQMS,0.33,0.31,-0.02,-0.065,-0.08
Alphatec,ATEC,10.45,10.1,-0.35,-0.033,-0.08
AeroVironment,AVAV,183.72,178.54,-5.18,-0.028,-0.08
Hyatt Hotels,H,152.67,147.33,-5.34,-0.035,-0.08
Inseego,INSG,10.84,9.53,-1.31,-0.121,-0.08
LM Funding America,LMFA,4.04,3.61,-0.43,-0.106,-0.08
Loop Industries,LOOP,2.16,1.96,-0.2,-0.093,-0.08
Lifeway Foods,LWAY,12.7,12.33,-0.37,-0.029,-0.08
MKS Instruments,MKSI,130.39,125.9,-4.49,-0.034,-0.08
nVent Electric,NVT,77.2,72.63,-4.57,-0.059,-0.08
PDF,PDFS,36.51,35.09,-1.42,-0.039,-0.08
Roper,ROP,567.11,544.75,-22.36,-0.039,-0.08
Saga Communications,SGA,15.92,15.5,-0.42,-0.026,-0.08
Tecogen,TGEN,0.71,0.71,0,0.001,-0.08
United Parcel Service,UPS,136.64,130.37,-6.27,-0.046,-0.08
Vistra Energy,VST,88.74,79.22,-9.52,-0.107,-0.08
vTv Therapeutics,VTVT,18.83,14.5,-4.33,-0.23,-0.08
Vistra Corp.,VST,88.74,79.22,-9.52,-0.107,-0.08
"vTv Therapeutics, Inc.",VTVT,18.83,14.5,-4.33,-0.23,-0.08
"WW International, Inc.",WW,1.19,1.07,-0.12,-0.101,-0.08
Advaxis,ADXS,0.28,0.02,-0.26,-0.926,-0.09
Arch Coal,ARCH,159.8,146.55,-13.25,-0.083,-0.09
Amtech,ASYS,5.87,5.74,-0.13,-0.022,-0.09
Beyond Meat,BYND,6.7,6.28,-0.42,-0.063,-0.09
Coherus BioSciences,CHRS,1.73,1.54,-0.19,-0.11,-0.09
Deckers Outdoor,DECK,975.7,922.63,-53.07,-0.054,-0.09
DaVita,DVA,139.32,136.62,-2.7,-0.019,-0.09
Fuel Tech,FTEK,1.08,1.03,-0.05,-0.046,-0.09
Global Indemnity,GBLI,31.64,30.5,-1.14,-0.036,-0.09
Kala Pharmaceuticals,KALA,7.05,6.5,-0.55,-0.078,-0.09
Kimberly-Clark,KMB,139.14,135.05,-4.09,-0.029,-0.09
Comstock Mining,LODE,0.17,0.15,-0.02,-0.091,-0.09
Dorian LPG,LPG,41.96,40.86,-1.1,-0.026,-0.09
Luna Innovations,LUNA,3.17,3,-0.17,-0.054,-0.09
Microchip,MCHP,91.5,88.78,-2.72,-0.03,-0.09
Medpace,MEDP,413.61,382.52,-31.09,-0.075,-0.09
Mesa Air Group,MESA,1.71,1.57,-0.14,-0.082,-0.09
Natural Alternatives International,NAII,6,5.73,-0.27,-0.045,-0.09
Nicholas Financial,NICK,6.45,6.32,-0.13,-0.02,-0.09
Orion,ORN,9.4,8.21,-1.19,-0.127,-0.09
PACCAR,PCAR,103.81,98.66,-5.15,-0.05,-0.09
PVH Corp,PVH,106.37,101.99,-4.38,-0.041,-0.09
Reeds,REED,1.37,1.4,0.03,0.022,-0.09
Strattec Security,STRT,25,24.52,-0.48,-0.019,-0.09
WidePoint,WYY,4.25,3.75,-0.5,-0.118,-0.09
WidePoint Corp.,WYY,4.25,3.75,-0.5,-0.118,-0.09
Alnylam Pharma,ALNY,240,237.46,-2.54,-0.011,-0.1
American Homes 4 Rent,AMH,37.25,36.09,-1.16,-0.031,-0.1
Art's-Way Manufacturing,ARTW,1.57,1.44,-0.13,-0.083,-0.1
Beasley Broadcast,BBGI,0.64,0.61,-0.03,-0.044,-0.1
Century Aluminum,CENX,16.78,15.11,-1.67,-0.1,-0.1
Cellectar Biosciences,CLRB,2.49,2.15,-0.34,-0.137,-0.1
First Solar,FSLR,224.75,215.99,-8.76,-0.039,-0.1
IPG Photonics,IPGP,84.54,80.4,-4.14,-0.049,-0.1
Intevac,IVAC,3.85,3.86,0.01,0.003,-0.1
Kohl's,KSS,22.93,21.66,-1.27,-0.055,-0.1
Key Tronic,KTCC,3.96,3.87,-0.09,-0.023,-0.1
Macy's,M,19.05,17.28,-1.77,-0.093,-0.1
Marathon Oil,MRO,28.85,28.05,-0.8,-0.028,-0.1
Minerva Neurosciences,NERV,3.17,2.97,-0.2,-0.063,-0.1
NetApp,NTAP,129.46,126.98,-2.48,-0.019,-0.1
Nvidia,NVDA,123.47,117.02,-6.45,-0.052,-0.1
Procter and Gamble,PG,165.59,160.76,-4.83,-0.029,-0.1
Tractor Supply,TSCO,271.05,263.32,-7.73,-0.029,-0.1
2U,TWOU,5.07,2.68,-2.39,-0.471,-0.1
Akoustis Technologies,AKTS,0.14,0.12,-0.01,-0.107,-0.11
Autoliv,ALV,107.85,101.14,-6.71,-0.062,-0.11
Antero Midstream Partners LP,AM,14.82,14.36,-0.46,-0.031,-0.11
American Shared Hospital,AMS,3.14,3.11,-0.03,-0.01,-0.11
CKX Lands,CKX,13.5,13.19,-0.31,-0.023,-0.11
Darden Restaurants,DRI,151.81,146.29,-5.52,-0.036,-0.11
Elastic NV,ESTC,114.3,109.67,-4.63,-0.041,-0.11
IRIDEX,IRIX,2.15,2.01,-0.14,-0.065,-0.11
Kaiser Aluminum,KALU,88.24,78.69,-9.55,-0.108,-0.11
KVH Industries,KVHI,4.62,4.45,-0.17,-0.037,-0.11
Southwest Airlines,LUV,28.64,26.94,-1.7,-0.059,-0.11
Marvell Technology,MRVL,70.05,66.98,-3.07,-0.044,-0.11
Quest Resource,QRHC,8.82,8.44,-0.38,-0.043,-0.11
Saia,SAIA,474.29,417.85,-56.44,-0.119,-0.11
West Pharmaceutical,WST,331.46,306.17,-25.29,-0.076,-0.11
Solitario Exploration and Royalty,XPL,0.87,0.82,-0.05,-0.052,-0.11
Xerox,XRX,11.68,10.77,-0.91,-0.078,-0.11
22nd Century,XXII,0.75,0.67,-0.07,-0.1,-0.11
"West Pharmaceutical Services, Inc.",WST,331.46,306.17,-25.29,-0.076,-0.11
Xerox Holdings Corp.,XRX,11.68,10.77,-0.91,-0.078,-0.11
ANSYS,ANSS,322.14,313.63,-8.51,-0.026,-0.12
A10 Networks,ATEN,13.84,13.09,-0.75,-0.054,-0.12
BJ's Restaurants,BJRI,34.95,31.58,-3.37,-0.096,-0.12
ConocoPhillips,COP,115.04,111.2,-3.84,-0.033,-0.12
California Resources,CRC,53.28,51.44,-1.84,-0.035,-0.12
Eagle Pharma,EGRX,5.65,4.82,-0.83,-0.147,-0.12
Energizer,EPC,40.19,39.15,-1.04,-0.026,-0.12
Gamestop,GME,23.35,22.67,-0.68,-0.029,-0.12
Lattice Semiconductor,LSCC,57.89,53,-4.89,-0.084,-0.12
Minerals,MTX,83.01,78.38,-4.63,-0.056,-0.12
SilverBow Resources,SBOW,38.04,NA,NA,NA,-0.12
Scholastic,SCHL,35.54,31.33,-4.21,-0.118,-0.12
T2 Biosystems,TTOO,5.44,4.88,-0.56,-0.103,-0.12
UDR,UDR,41.01,40.07,-0.94,-0.023,-0.12
Universal Security Instruments,UUU,1.56,1.47,-0.09,-0.058,-0.12
American Airlines,AAL,11.33,10.64,-0.69,-0.061,-0.13
CPS,CPSH,1.69,1.67,-0.02,-0.012,-0.13
Dril-Quip,DRQ,18.82,17.32,-1.5,-0.08,-0.13
GrafTech International,EAF,0.98,0.77,-0.22,-0.22,-0.13
Eaton Vance,EV,23.41,22.63,-0.77,-0.033,-0.13
Flotek Industries,FTK,4.9,4.44,-0.46,-0.094,-0.13
General Motors,GM,46.52,44.32,-2.2,-0.047,-0.13
Honeywell International,HON,213.14,204.75,-8.39,-0.039,-0.13
PetMed Express,PETS,4.11,3.79,-0.32,-0.078,-0.13
Psychemedics,PMD,2.47,2.28,-0.19,-0.077,-0.13
Papa John's International,PZZA,47.1,44.23,-2.87,-0.061,-0.13
Quad Graphics,QUAD,5.54,4.57,-0.97,-0.175,-0.13
Rocky Brands,RCKY,36.8,34.28,-2.52,-0.068,-0.13
Teradata,TDC,34.54,32.42,-2.12,-0.061,-0.13
Tapestry Inc,TPR,42.75,40.09,-2.66,-0.062,-0.13
Tupperware Brands,TUP,1.45,1.3,-0.15,-0.103,-0.13
Ulta Salon Cosmetics n Fragrance,ULTA,385.87,364.89,-20.98,-0.054,-0.13
Urban One,UONEK,1.52,1.4,-0.12,-0.079,-0.13
Waste Management,WM,214.47,202.66,-11.81,-0.055,-0.13
Woodward,WWD,175.37,155.99,-19.38,-0.111,-0.13
"Urban One, Inc.",UONEK,1.52,1.4,-0.12,-0.079,-0.13
"Waste Management, Inc.",WM,214.47,202.66,-11.81,-0.055,-0.13
"Woodward, Inc.",WWD,175.37,155.99,-19.38,-0.111,-0.13
Adams Resources and Energy,AE,27.54,26.79,-0.75,-0.027,-0.14
Alaska Air,ALK,40.57,37.53,-3.04,-0.075,-0.14
Advanced Micro Devices,AMD,161.25,144.48,-16.77,-0.104,-0.14
Aspen Technology,AZPN,199.09,187.95,-11.14,-0.056,-0.14
Cumberland Pharma,CPIX,1.49,1.43,-0.06,-0.04,-0.14
Freshpet,FRPT,130.63,121.7,-8.93,-0.068,-0.14
Intellicheck Mobilisa,IDN,3.47,3.05,-0.42,-0.121,-0.14
Network-1,NTIP,1.75,1.6,-0.15,-0.086,-0.14
Orion Energy,OESX,1.11,1.08,-0.03,-0.027,-0.14
Orchid Island Capital,ORC,8.36,8.04,-0.32,-0.038,-0.14
Transmedics Group,TMDX,150.91,142.26,-8.65,-0.057,-0.14
The Trade Desk,TTD,97.43,89.88,-7.55,-0.077,-0.14
United Continental,UAL,48.72,45.42,-3.3,-0.068,-0.14
Vertex Energy,VTNR,0.97,0.74,-0.23,-0.237,-0.14
Willamette Valley Vineyards,WVVI,4.03,3.8,-0.23,-0.057,-0.14
"Vertex Energy, Inc.",VTNR,0.97,0.74,-0.23,-0.237,-0.14
"Willamette Valley Vineyards, Inc.",WVVI,4.03,3.8,-0.23,-0.057,-0.14
Amazon,AMZN,193.49,186.98,-6.51,-0.034,-0.15
Ardelyx,ARDX,7.47,5.55,-1.92,-0.257,-0.15
Booz Allen Hamilton Holding,BAH,154.6,143.31,-11.29,-0.073,-0.15
Costco,COST,853.5,822,-31.5,-0.037,-0.15
Freeport-McMoRan,FCX,49.12,45.41,-3.71,-0.076,-0.15
Gogo,GOGO,9.62,9.08,-0.54,-0.056,-0.15
Heron Therapeutics,HRTX,3.52,2.97,-0.55,-0.156,-0.15
Integra LifeSciences,IART,29.37,24.81,-4.56,-0.155,-0.15
Iconix Brand,ICON,3.8,3.31,-0.49,-0.129,-0.15
Levi Strauss & Co,LEVI,19.34,18.33,-1.01,-0.052,-0.15
Potbelly,PBPB,8.05,7.3,-0.75,-0.093,-0.15
Penumbra,PEN,179.99,167.09,-12.9,-0.072,-0.15
Pure Storage,PSTG,64.3,59.93,-4.37,-0.068,-0.15
Rambus,RMBS,58.46,51.44,-7.02,-0.12,-0.15
Synopsys,SNPS,594.79,558.32,-36.47,-0.061,-0.15
Teradyne,TER,148,131.16,-16.84,-0.114,-0.15
Tandem Diabetes Care,TNDM,40.15,36.98,-3.17,-0.079,-0.15
Ultra Clean,UCTT,49.01,43.26,-5.75,-0.117,-0.15
United States Cellular,USM,55.86,53.75,-2.11,-0.038,-0.15
Vuzix Corp,VUZI,1.37,1.22,-0.15,-0.109,-0.15
Vuzix Corp.,VUZI,1.37,1.22,-0.15,-0.109,-0.15
Barnwell Industries,BRN,2.32,2.31,-0.01,-0.004,-0.16
Clorox,CLX,136.98,131.93,-5.05,-0.037,-0.16
Copart,CPRT,54.12,52.33,-1.79,-0.033,-0.16
FibroGen,FGEN,0.9,0.54,-0.36,-0.401,-0.16
National Beverage,FIZZ,51.24,48.79,-2.45,-0.048,-0.16
Fluent,FLNT,3.62,3.28,-0.34,-0.094,-0.16
International Seaways,INSW,59.14,56,-3.14,-0.053,-0.16
The Intergroup,INTG,20.65,20.1,-0.55,-0.027,-0.16
Lindblad Expeditions,LIND,9.62,8.61,-1.01,-0.105,-0.16
Natera,NTRA,108.52,102.39,-6.13,-0.056,-0.16
Occidental Petroleum,OXY,63.26,60.82,-2.44,-0.039,-0.16
Raymond James Financial,RJF,123.56,116,-7.56,-0.061,-0.16
Signet Jewelers,SIG,90,84.13,-5.87,-0.065,-0.16
Energous,WATT,1.11,0.91,-0.2,-0.178,-0.16
DMC Global,BOOM,14.42,13.5,-0.92,-0.064,-0.17
Boston Scientific,BSX,77.3,73.88,-3.42,-0.044,-0.17
CarGurus,CARG,26.2,24.82,-1.38,-0.053,-0.17
Citi Trends,CTRN,21.45,19.61,-1.84,-0.086,-0.17
Dare Bioscience,DARE,3.43,3.42,-0.01,-0.001,-0.17
Fabrinet,FN,245.74,220.56,-25.18,-0.102,-0.17
Alphabet,GOOG,184.48,173.15,-11.33,-0.061,-0.17
Alphabet,GOOGL,183.03,171.54,-11.49,-0.063,-0.17
HealthEquity,HQY,86.5,78.48,-8.02,-0.093,-0.17
Pagerduty,PD,22.92,20.93,-1.99,-0.087,-0.17
Insulet,PODD,201.8,194.35,-7.45,-0.037,-0.17
Constellation Brands,STZ,258.54,245.16,-13.38,-0.052,-0.17
Stryker,SYK,341.2,327.45,-13.75,-0.04,-0.17
Take-Two Interactive Software,TTWO,154.05,150.53,-3.52,-0.023,-0.17
Arch Capital,ACGL,101.97,95.78,-6.19,-0.061,-0.18
Axcelis,ACLS,142.19,126.35,-15.84,-0.111,-0.18
Avinger,AVGR,1.83,1.5,-0.33,-0.18,-0.18
Biogen,BIIB,231.41,213.2,-18.21,-0.079,-0.18
Dillard's,DDS,441.88,398.59,-43.29,-0.098,-0.18
Brinker International,EAT,72.2,66.81,-5.39,-0.075,-0.18
ENSERVCO,ENSV,0.23,0.19,-0.04,-0.165,-0.18
Republic First Bancorp,FRBK,0.01,0,-0.01,-0.688,-0.18
Fortinet,FTNT,60.43,58.04,-2.39,-0.04,-0.18
Marriott International,MAR,242.19,227.3,-14.89,-0.061,-0.18
MaxLinear,MXL,20.15,14.14,-6.01,-0.298,-0.18
Patriot National Bancorp,PNBK,1.85,1.65,-0.2,-0.108,-0.18
Qualcomm,QCOM,199.47,180.95,-18.52,-0.093,-0.18
